Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2020-10-12,12:51,241.1,6,9.9,76,313,2.9,1006.1,4.5
2020-10-12,13:01,151.4,0,9.9,79,307,2.6,1006.1,4.5
2020-10-12,13:11,141.7,0,9.8,77,320,2.8,1006.1,4.2
2020-10-12,13:21,128,0,9.8,76,327,2.7,1006.1,4.5
2020-10-12,13:31,124,0,10,76,312,2.2,1006.1,3.9
2020-10-12,13:41,144.1,1,10,74,334,1.6,1005.9,2.7
2020-10-12,13:51,262.6,8.7,10.2,73,343,2.1,1005.9,3.3
2020-10-12,14:01,164.1,3.3,10.1,72,341,2.2,1006.1,3.3
2020-10-12,14:11,143.1,2,10.2,72,326,1.9,1006.1,3
2020-10-12,14:21,126.3,0,10.2,71,327,2,1006.1,3
2020-10-12,14:31,99.6,0,10,71,338,2.2,1006.1,3.3
2020-10-12,14:41,111.4,3.3,10.1,70,346,2.2,1006.1,3.3
2020-10-12,14:51,61.7,0,10,69,344,2.2,1006.1,3.3
2020-10-12,15:01,47.6,0,10.1,70,337,2.5,1006.1,3.6
2020-10-12,15:11,45.1,0,10.1,70,341,2,1006.1,3.6
2020-10-12,15:21,36.8,0,10.1,72,338,2.1,1006.1,3.6
2020-10-12,15:31,30.2,0,10,73,316,1.6,1006.3,2.7
2020-10-12,15:41,27.6,0,10.1,76,306,1.7,1006.3,3
2020-10-12,15:51,19.6,0,10.1,77,311,1.8,1006.3,2.7
2020-10-12,16:01,9.7,0,10.1,75,315,1.3,1006.3,2.7
2020-10-12,16:11,7.4,0,10.1,68,316,1.3,1006.3,2.1
2020-10-12,16:21,6.5,0,10.2,68,15,1.3,1006.4,2.1
2020-10-12,16:31,4.4,0,10.1,68,13,1,1006.4,1.8
2020-10-12,16:41,1.9,0,10,69,31,1,1006.6,1.8
2020-10-12,16:51,0.1,0,9.8,71,83,0.5,1006.6,1.5
2020-10-12,17:01,-0.7,0,9.7,72,110,0.7,1006.6,1.8
2020-10-12,17:11,-1,0,9.5,75,136,0.9,1006.6,2.1
2020-10-12,17:21,-1.4,0,9.6,72,124,1,1006.6,2.1
2020-10-12,17:31,-1.4,0,9.6,71,105,1.2,1006.6,2.4
2020-10-12,17:41,-1.3,0,9.4,71,97,0.4,1006.6,1.5
2020-10-12,17:51,-2,0,9.3,73,82,0.3,1006.6,1.2
2020-10-12,18:01,-1.5,0,9.4,70,65,1,1006.6,2.1
2020-10-12,18:11,-2.4,0,9,73,89,0.5,1006.6,1.5
2020-10-12,18:21,-2.6,0,9.2,74,2,0.8,1006.6,1.5
2020-10-12,18:31,-1.9,0,8.8,83,285,1.2,1006.6,2.1
2020-10-12,18:41,-2.4,0,8.4,75,140,0.9,1006.6,2.1
2020-10-12,18:51,-2.4,0,8.6,85,192,0.5,1006.6,1.2
2020-10-12,19:01,-1.7,0,8.6,84,288,1,1006.8,1.8
2020-10-12,19:11,-1.9,0,8.3,84,150,0.4,1006.8,0.9
2020-10-12,19:21,-1.8,0,8.5,87,147,0.3,1006.9,1.5
2020-10-12,19:31,-1.1,0,8.5,85,251,1.1,1006.9,1.8
2020-10-12,19:41,-1.3,0,8.4,84,230,0.8,1006.9,1.5
2020-10-12,19:51,-1.4,0,8.4,84,263,0.6,1006.9,1.2
2020-10-12,20:01,-2,0,7.7,84,316,0.3,1006.9,0.9
2020-10-12,20:11,-2.4,0,7.7,88,25,0.2,1006.9,0.9
2020-10-12,20:21,-1.9,0,7.9,90,5,0.4,1007.1,1.2
2020-10-12,20:31,-1.2,0,8.1,88,297,0.9,1007.1,1.5
2020-10-12,20:41,-1.2,0,7.8,89,308,0.7,1007.1,1.2
2020-10-12,20:51,-1.3,0,7.8,92,275,1,1007.1,1.5
2020-10-12,21:01,-1.2,0,8,92,283,1.3,1007.3,2.1
2020-10-12,21:11,-1.1,0,7,89,272,0.9,1007.3,1.8
2020-10-12,21:21,-2,0,6.8,92,132,0.5,1007.3,1.8
2020-10-12,21:31,-2.3,0,6.9,93,134,0.8,1007.4,1.8
2020-10-12,21:41,-2.4,0,7,94,129,0.5,1007.4,0.9
2020-10-12,21:51,-1.9,0,6.6,93,176,0.5,1007.4,0.9
2020-10-12,22:01,-2.1,0,6.5,94,143,0.6,1007.4,1.2
2020-10-12,22:11,-2.1,0,6.4,94,145,0.8,1007.4,1.2
2020-10-12,22:21,-1.8,0,6.5,94,132,0.8,1007.4,1.2
2020-10-12,22:31,-1.7,0,6.2,93,146,0.8,1007.4,1.5
2020-10-12,22:41,-1.6,0,6.3,93,142,0.8,1007.4,1.2
2020-10-12,22:51,-1.7,0,6.1,93,141,0.8,1007.4,1.2
2020-10-12,23:01,-1.4,0,5.9,95,137,0.8,1007.6,1.2
2020-10-12,23:11,-1.5,0,5.7,97,143,0.8,1007.6,1.2
2020-10-12,23:21,-1.4,0,5.8,98,147,1.1,1007.8,1.5
2020-10-12,23:31,-1.2,0,5.6,98,138,1.1,1007.8,1.5
2020-10-12,23:41,-1.1,0,5.7,99,136,0.8,1007.8,1.2
2020-10-12,23:51,-1.1,0,5.4,99,140,1,1007.9,1.5
2020-10-13,00:01,-1.3,0,5.4,100,143,1.3,1007.9,1.5
2020-10-13,00:11,-1.1,0,5.4,100,144,1,1008.1,1.5
2020-10-13,00:21,-1.2,0,5.3,9999.99,139,1.2,1008.1,1.8
2020-10-13,00:31,-0.9,0,5.5,9999.99,142,1.6,1008.1,2.1
2020-10-13,00:41,-0.9,0,5,100,148,1.5,1008.1,1.8
2020-10-13,00:51,-0.9,0,5.2,9999.99,145,1.3,1008.3,1.8
2020-10-13,01:01,-1.1,0,4.9,9999.99,136,1.2,1008.3,1.8
2020-10-13,01:11,-1.4,0,4.8,9999.99,135,1.2,1008.3,1.8
2020-10-13,01:21,-1.1,0,4.9,9999.99,145,0.9,1008.4,1.5
2020-10-13,01:31,-1.1,0,5.1,9999.99,140,0.8,1008.4,1.2
2020-10-13,01:41,-1.3,0,5.1,9999.99,143,0.8,1008.4,1.2
2020-10-13,01:51,-1.1,0,5,9999.99,137,0.8,1008.4,1.2
2020-10-13,02:01,-0.9,0,4.9,9999.99,151,0.7,1008.4,1.2
2020-10-13,02:11,-0.8,0,4.9,9999.99,154,0.4,1008.6,0.9
2020-10-13,02:21,-1,0,4.5,9999.99,147,1,1008.6,1.8
2020-10-13,02:31,-0.9,0,4.8,9999.99,138,1.3,1008.6,1.8
2020-10-13,02:41,-0.9,0,4.8,9999.99,145,1.4,1008.6,1.8
2020-10-13,02:51,-1,0,5.1,100,141,0.8,1008.8,1.5
2020-10-13,03:01,-1.2,0,5.1,99,131,0.4,1008.8,0.9
2020-10-13,03:11,-1.4,0,4.9,99,120,0.2,1009,0.6
2020-10-13,03:21,-1,0,4.8,100,139,0.6,1009,1.2
2020-10-13,03:31,-1.1,0,4.9,100,147,0.5,1009.1,0.6
2020-10-13,03:41,-0.8,0,4.8,9999.99,147,0.2,1009.1,0.6
2020-10-13,03:51,-0.5,0,4.7,100,146,0.1,1009.1,0.6
2020-10-13,04:01,-0.7,0,5.4,9999.99,112,0.2,1009.3,0.6
2020-10-13,04:11,-1.2,0,4.8,9999.99,98,0.1,1009.3,0.9
2020-10-13,04:21,-0.8,0,5.1,9999.99,148,0.8,1009.5,1.2
2020-10-13,04:31,-0.6,0,5.1,9999.99,150,0.6,1009.6,0.9
2020-10-13,04:41,-1,0,4.8,99,152,0,1009.8,0.6
2020-10-13,04:51,-0.7,0,4.5,100,146,0,1010,0
2020-10-13,05:01,-0.6,0,4.9,9999.99,143,0,1010,0
2020-10-13,05:11,-0.4,0,4.7,9999.99,113,0,1010,0.3
2020-10-13,05:21,-0.1,0,4.4,9999.99,96,0,1010.1,0
2020-10-13,05:31,0.2,0,4.2,9999.99,93,0,1010.3,0.3
2020-10-13,05:41,-0,0,3.8,9999.99,92,0,1010.3,0
2020-10-13,05:51,0.1,0,3.8,9999.99,92,0,1010.5,0.6
2020-10-13,06:01,0.7,0,4.3,9999.99,98,0.1,1010.5,0.9
2020-10-13,06:11,2.1,0,4.1,9999.99,96,0,1010.6,0.3
2020-10-13,06:21,3.7,0,4.2,9999.99,96,0.1,1010.8,0.6
2020-10-13,06:31,6.9,0,5.1,9999.99,124,0.5,1010.8,0.9
2020-10-13,06:41,10.3,0,5.1,9999.99,142,0.8,1011,1.2
2020-10-13,06:51,13.6,0,5.2,9999.99,140,0.8,1011.1,1.2
2020-10-13,07:01,17.3,0,5.3,100,146,0.9,1011.3,1.2
2020-10-13,07:11,20,0,5.2,98,144,0.8,1011.5,1.2
2020-10-13,07:21,34.5,2.3,5.6,97,140,0.9,1011.6,1.2
2020-10-13,07:31,110.8,10,6.1,95,144,0.8,1011.6,1.2
2020-10-13,07:41,126.4,10,6,93,150,0.8,1011.8,1.2
2020-10-13,07:51,137.7,10,5.4,93,147,1.4,1012,2.1
2020-10-13,08:01,149.9,10,6,94,139,1.1,1012.3,1.8
2020-10-13,08:11,161.1,10,7,93,123,0.6,1012.3,1.2
2020-10-13,08:21,175.6,10,6.5,89,134,0.9,1012.5,1.8
2020-10-13,08:31,190,10,6.8,90,144,0.9,1012.7,1.5
2020-10-13,08:41,204.9,10,7.2,88,149,1,1012.7,1.5
2020-10-13,08:51,219.5,10,7.8,88,138,0.8,1012.8,1.5
2020-10-13,09:01,234,10,8.4,83,147,0.6,1013,1.8
2020-10-13,09:11,247.5,10,8.8,82,133,0.6,1013,1.5
2020-10-13,09:21,260.1,10,9.5,79,130,0.4,1013.2,0.9
2020-10-13,09:31,271.2,10,10.4,75,138,0.4,1013.3,0.9
2020-10-13,09:41,281.9,10,9.8,73,102,0.4,1013.3,0.9
2020-10-13,09:51,290.9,10,10.2,72,35,0.4,1013.5,1.5
2020-10-13,10:01,299.4,10,9.7,72,336,0.8,1013.5,1.8
2020-10-13,10:11,308.2,10,9.8,69,328,1,1013.5,1.8
2020-10-13,10:21,315.8,10,10,68,327,1.1,1013.8,1.8
2020-10-13,10:31,322.4,10,10.3,68,306,1.3,1013.8,2.4
2020-10-13,10:41,327.9,10,10.6,67,323,0.8,1013.5,1.8
2020-10-13,10:51,332.3,10,10.5,63,309,1.3,1014,2.7
2020-10-13,11:01,336.6,10,10.5,67,316,1.5,1013.8,2.7
2020-10-13,11:11,339.3,10,10.8,64,311,1.4,1013.8,2.7
2020-10-13,11:21,340.6,10,10.9,61,314,1.8,1014.3,3.6
2020-10-13,11:31,342,10,11.1,62,302,1.9,1014.3,3.3
2020-10-13,11:41,342.3,10,11.2,62,312,1.9,1014.3,3
2020-10-13,11:51,340,10,11.3,62,329,1.7,1014.7,2.4
2020-10-13,12:01,337.6,10,11.5,61,312,1.9,1014.5,3
2020-10-13,12:11,333.3,10,11.5,61,332,1.7,1014.5,2.7
2020-10-13,12:21,326.8,10,11.7,59,330,1.3,1014.8,2.1
2020-10-13,12:31,319.4,10,12.1,57,325,1.1,1015,1.8
2020-10-13,12:41,312.5,10,12.1,54,332,1.5,1015,2.4
2020-10-13,12:51,305.5,10,12.5,57,323,1.4,1015,2.1
2020-10-13,13:01,296.6,10,12.6,57,347,1.2,1015.2,2.1
2020-10-13,13:11,287,10,12.6,54,340,1.6,1015.2,2.4
2020-10-13,13:21,276,10,12.7,55,336,1.6,1015.2,2.7
2020-10-13,13:31,263.8,10,12.6,55,339,1.4,1015.2,2.4
2020-10-13,13:41,252,10,12.6,55,323,1.6,1015.4,2.4
2020-10-13,13:51,240,10,12.6,54,328,1.5,1015.5,2.7
2020-10-13,14:01,226.8,10,12.7,53,324,1.6,1015.5,2.4
2020-10-13,14:11,212.5,10,12.8,52,320,1.9,1015.9,2.7
2020-10-13,14:21,197.2,10,12.9,53,322,1.9,1016,3
2020-10-13,14:31,181.6,10,12.9,56,302,1.2,1015.9,2.7
2020-10-13,14:41,165.8,10,12.9,57,307,1.3,1016.2,2.4
2020-10-13,14:51,149.8,10,12.7,57,294,1,1016.4,1.8
2020-10-13,15:01,133.5,10,12.8,56,312,1.2,1016.5,2.1
2020-10-13,15:11,117.2,10,12.8,56,300,1.2,1016.5,2.1
2020-10-13,15:21,100.1,10,12.6,57,287,1.3,1016.7,1.8
2020-10-13,15:31,64.6,8,12.4,56,310,1.2,1017.2,1.8
2020-10-13,15:41,15.9,0,12.3,55,291,1.6,1017.2,1.8
2020-10-13,15:51,14.3,0,12.3,56,297,1.5,1017.2,1.8
2020-10-13,16:01,12.1,0,11.7,57,288,1.1,1017.5,1.5
2020-10-13,16:11,9.1,0,11.5,60,295,0.6,1017.7,1.2
2020-10-13,16:21,5.4,0,11.1,63,288,0.4,1017.9,1.2
2020-10-13,16:31,2.7,0,10.9,62,255,0.8,1017.9,1.2
2020-10-13,16:41,0.4,0,10.5,63,201,0.3,1018,0.6
2020-10-13,16:51,-1.7,0,9.9,67,159,0.4,1018.2,0.9
2020-10-13,17:01,-3,0,10.2,67,140,0.5,1018.4,0.9
2020-10-13,17:11,-3.4,0,9.9,68,132,0.1,1018.4,0.3
2020-10-13,17:21,-3.2,0,9.8,69,134,0.5,1018.6,1.2
2020-10-13,17:31,-2.8,0,9.5,70,155,0.8,1018.7,1.5
2020-10-13,17:41,-2.2,0,9.4,69,173,0.4,1018.9,0.9
2020-10-13,17:51,-2.1,0,9.2,70,171,0.5,1019.1,0.9
2020-10-13,18:01,-2.1,0,9.1,70,152,0.2,1019.2,0.6
2020-10-13,18:11,-1.7,0,9.6,69,174,0.5,1019.4,0.9
2020-10-13,18:21,-1.1,0,9.4,69,251,0.7,1019.4,1.2
2020-10-13,18:31,-0.6,0,9.7,69,280,0.9,1019.6,1.5
2020-10-13,18:41,-0.6,0,9.8,70,321,1.2,1019.6,2.7
2020-10-13,18:51,-0.7,0,9.1,71,321,0.8,1019.7,1.8
2020-10-13,19:01,-1.2,0,9.1,78,323,1.9,1019.7,3
2020-10-13,19:11,-1.2,0,9.1,80,311,2.5,1019.7,3.6
2020-10-13,19:21,-1.4,0,9,76,308,1.9,1019.9,3.6
2020-10-13,19:31,-2,0,9.5,71,313,1.5,1020.1,2.7
2020-10-13,19:41,-2,0,9,73,294,1.4,1020.1,3
2020-10-13,19:51,-1.3,0,9.8,66,291,2,1020.1,3
2020-10-13,20:01,-1.7,0,9.4,67,339,1.1,1020.2,2.1
2020-10-13,20:11,-2.2,0,9.8,62,297,1,1020.4,2.1
2020-10-13,20:21,-1.3,0,9.7,62,302,1,1020.4,2.4
2020-10-13,20:31,-1.3,0,9.7,61,334,1.4,1020.6,2.1
2020-10-13,20:41,-1.2,0,9.5,62,312,1.5,1020.6,3.6
2020-10-13,20:51,-1.2,0,9,63,302,2.2,1020.6,3.6
2020-10-13,21:01,-1.7,0,9.8,58,321,1,1020.7,2.4
2020-10-13,21:11,-1.5,0,9.3,58,223,1.2,1020.9,3.6
2020-10-13,21:21,-1.9,0,9.2,58,74,1,1020.9,2.1
2020-10-13,21:31,-1.8,0,9.5,59,29,1.7,1020.9,3.6
2020-10-13,21:41,-1.3,0,9.3,61,318,1.7,1021.1,3.3
2020-10-13,21:51,-1.6,0,9.2,62,311,2,1021.2,3.6
2020-10-13,22:01,-1.9,0,8.4,62,265,1.6,1021.2,3.3
2020-10-13,22:11,-3.1,0,8,65,333,0.5,1021.4,1.2
2020-10-13,22:21,-3.1,0,8.2,67,323,0.7,1021.6,1.2
2020-10-13,22:31,-3.3,0,7.2,67,229,0.3,1021.8,0.9
2020-10-13,22:41,-3.2,0,6.9,69,154,1,1021.8,2.4
2020-10-13,22:51,-2.3,0,7,67,149,1.6,1021.9,2.7
2020-10-13,23:01,-2.3,0,7,67,145,1.5,1021.9,1.8
2020-10-13,23:11,-2.3,0,6.4,69,142,1.2,1022.1,1.8
2020-10-13,23:21,-2,0,6.6,67,152,1.2,1022.1,1.8
2020-10-13,23:31,-1.7,0,7,68,146,1.1,1022.1,1.8
2020-10-13,23:41,-1.7,0,6.6,69,139,1.1,1022.3,1.8
2020-10-13,23:51,-1.5,0,6.9,72,149,1,1022.4,1.5
2020-10-14,00:01,-1.1,0,6.5,72,137,1,1022.4,1.5
2020-10-14,00:11,-1.7,0,6.1,73,129,0.5,1022.4,1.2
2020-10-14,00:21,-1.8,0,6.3,73,151,0.5,1022.6,0.9
2020-10-14,00:31,-1.5,0,5.8,73,146,0.6,1022.6,1.5
2020-10-14,00:41,-1.2,0,6.2,72,150,0.6,1022.8,1.2
2020-10-14,00:51,-1.3,0,6.1,73,127,0.4,1022.8,0.6
2020-10-14,01:01,-1.4,0,5.7,74,138,0.8,1022.8,1.2
2020-10-14,01:11,-1.1,0,5.8,74,133,0.4,1022.8,0.9
2020-10-14,01:21,-1.2,0,5.7,75,136,0.5,1022.8,0.9
2020-10-14,01:31,-1,0,5.6,75,142,0.6,1022.8,1.2
2020-10-14,01:41,-1,0,5.8,76,140,0.8,1022.9,1.5
2020-10-14,01:51,-0.5,0,5.8,74,128,0.8,1022.9,1.5
2020-10-14,02:01,-1,0,5.4,75,147,0.4,1023.1,0.9
2020-10-14,02:11,-0.7,0,5.3,76,138,0.2,1023.1,0.9
2020-10-14,02:21,-1,0,5.5,75,145,0.6,1023.1,1.2
2020-10-14,02:31,-0.9,0,5.5,76,143,0.8,1023.1,1.2
2020-10-14,02:41,-0.7,0,5.7,77,132,0.5,1023.1,0.9
2020-10-14,02:51,-0.8,0,5.4,76,134,0.5,1023.1,0.9
2020-10-14,03:01,-1,0,5.4,76,159,0.9,1023.3,1.5
2020-10-14,03:11,-0.9,0,5.4,77,157,0.8,1023.1,1.5
2020-10-14,03:21,-1,0,5.4,76,138,0.9,1023.1,1.2
2020-10-14,03:31,-0.6,0,5.3,76,135,0.9,1023.1,1.5
2020-10-14,03:41,-0.7,0,5.6,77,131,1.2,1023.1,1.5
2020-10-14,03:51,-0.9,0,4.7,78,147,1.3,1023.3,1.8
2020-10-14,04:01,-1.4,0,4.9,77,135,0.5,1023.3,0.9
2020-10-14,04:11,-1,0,5,76,131,0.7,1023.3,0.9
2020-10-14,04:21,-1.3,0,5.1,74,127,0.4,1023.3,0.9
2020-10-14,04:31,-1.6,0,4.7,76,104,0.1,1023.4,0.6
2020-10-14,04:41,-1.3,0,4.2,79,95,0.1,1023.4,0.6
2020-10-14,04:51,-0.9,0,4.4,82,119,0.4,1023.4,0.9
2020-10-14,05:01,-0.9,0,4.6,81,141,0.6,1023.4,1.5
2020-10-14,05:11,-0.8,0,5.2,80,142,0.7,1023.4,0.9
2020-10-14,05:21,-0.5,0,5.1,80,153,0.8,1023.4,1.5
2020-10-14,05:31,-0.4,0,4.8,79,142,1.1,1023.4,1.8
2020-10-14,05:41,-0.7,0,4.8,79,138,0.8,1023.4,1.2
2020-10-14,05:51,-0.9,0,4.8,79,145,0.3,1023.6,0.9
2020-10-14,06:01,-0.1,0,4.8,80,149,0.5,1023.8,0.9
2020-10-14,06:11,1.1,0,4.2,81,154,1.1,1023.8,1.5
2020-10-14,06:21,3.4,0,4.7,80,142,1.2,1023.8,1.5
2020-10-14,06:31,6.4,0,4.7,80,145,1,1023.8,1.5
2020-10-14,06:41,9.8,0,4.7,78,150,0.8,1023.8,1.5
2020-10-14,06:51,14,0,4.8,77,158,0.8,1023.9,1.2
2020-10-14,07:01,18.2,0,4.8,76,155,0.8,1024.1,1.2
2020-10-14,07:11,21.4,0,4.8,79,159,0.8,1024.1,1.2
2020-10-14,07:21,26.8,0,5.1,78,148,0.8,1024.3,1.5
2020-10-14,07:31,89,0,5.8,78,144,0.7,1024.3,0.9
2020-10-14,07:41,107.7,0,5.9,77,142,0.6,1024.3,0.9
2020-10-14,07:51,122.2,0,6.4,77,138,0.5,1024.3,0.9
2020-10-14,08:01,137.4,7,6.2,76,155,0.5,1024.4,0.9
2020-10-14,08:11,150.9,10,6.7,76,151,0.5,1024.4,0.9
2020-10-14,08:21,165.3,10,7.7,73,132,0.2,1024.4,0.6
2020-10-14,08:31,179.5,10,8.2,73,157,0.2,1024.4,0.6
2020-10-14,08:41,193,10,8.3,70,164,0.2,1024.4,0.9
2020-10-14,08:51,207.2,10,9.3,70,160,0.2,1024.6,0.9
2020-10-14,09:01,221,10,8.8,69,104,0.2,1024.6,0.9
2020-10-14,09:11,235.3,10,9.2,71,71,0.3,1024.4,0.9
2020-10-14,09:21,249.5,10,8.4,68,68,0.5,1024.4,1.5
2020-10-14,09:31,261.7,10,8.4,72,341,0.5,1024.4,0.9
2020-10-14,09:41,271.4,10,9,70,13,0.4,1024.4,1.2
2020-10-14,09:51,279.7,10,8.4,71,129,1.1,1024.4,1.8
2020-10-14,10:01,289.7,10,8.8,69,181,0.9,1024.3,1.8
2020-10-14,10:11,296,10,9.3,68,235,0.5,1024.3,1.2
2020-10-14,10:21,301.9,10,9.2,66,285,0.6,1024.3,1.5
2020-10-14,10:31,305.3,10,9.4,66,301,0.5,1024.1,1.5
2020-10-14,10:41,311.5,10,9.7,65,224,0.8,1023.9,1.5
2020-10-14,10:51,319.3,10,9.7,64,241,0.8,1023.9,1.8
2020-10-14,11:01,323.7,10,9.7,62,268,0.8,1024.1,1.8
2020-10-14,11:11,326.6,10,9.4,62,328,1.3,1023.8,2.4
2020-10-14,11:21,330.4,10,9.4,61,328,1.6,1023.9,2.4
2020-10-14,11:31,333.9,10,9.4,65,309,1.6,1023.9,3
2020-10-14,11:41,335.6,10,9.7,63,308,1.3,1023.9,2.1
2020-10-14,11:51,334,10,9.8,62,314,1.2,1023.4,2.7
2020-10-14,12:01,332,10,9.9,61,310,1.6,1023.6,2.7
2020-10-14,12:11,329.1,10,10,62,317,1.9,1023.8,3.3
2020-10-14,12:21,325,10,10,64,315,2.3,1023.3,3.6
2020-10-14,12:31,320.3,10,9.9,64,308,2.7,1023.3,3.9
2020-10-14,12:41,315.2,10,10,65,300,2.9,1023.4,4.5
2020-10-14,12:51,308.5,10,10.1,67,298,2.6,1023.3,4.2
2020-10-14,13:01,300.1,10,10.2,68,299,2.7,1023.1,4.5
2020-10-14,13:11,290.3,10,10,62,307,3.2,1022.8,4.8
2020-10-14,13:21,280.1,10,10.4,64,305,3.5,1023.1,5.1
2020-10-14,13:31,267.4,10,10.4,63,298,2.6,1022.8,4.5
2020-10-14,13:41,256.5,10,10.5,65,296,2.8,1022.6,4.8
2020-10-14,13:51,243,10,10.6,67,303,1.9,1022.6,3.6
2020-10-14,14:01,227.5,10,10.7,65,302,1.6,1022.6,3
2020-10-14,14:11,212.8,10,10.9,64,280,1.4,1022.3,3.3
2020-10-14,14:21,196.7,10,11,64,292,1.2,1022.1,3
2020-10-14,14:31,181,10,10.9,65,266,1.7,1022.4,3
2020-10-14,14:41,164.4,10,10.9,66,277,1.5,1022.4,3
2020-10-14,14:51,147,10,10.5,69,262,1.9,1022.4,3
2020-10-14,15:01,131,10,10.5,70,273,2.4,1022.3,3.6
2020-10-14,15:11,114.4,10,10.4,70,276,2.1,1022.4,3.3
2020-10-14,15:21,96.9,10,10.2,69,273,2.2,1022.3,3.9
2020-10-14,15:31,44,4.3,10.1,69,278,2.5,1022.1,3.6
2020-10-14,15:41,20,0,10.1,70,288,2.4,1021.9,3.6
2020-10-14,15:51,17.2,0,10,70,301,1.3,1021.9,2.7
2020-10-14,16:01,13.8,0,9.8,70,301,1.2,1021.9,3
2020-10-14,16:11,10,0,9.5,70,236,0.8,1021.9,1.5
2020-10-14,16:21,6.6,0,9.5,72,275,1,1021.9,1.8
2020-10-14,16:31,3.6,0,9.4,74,285,0.9,1021.9,1.8
2020-10-14,16:41,0.8,0,9.4,75,273,1.5,1021.9,2.4
2020-10-14,16:51,-0.5,0,9.5,78,282,2.4,1021.9,3
2020-10-14,17:01,-1.5,0,9.3,79,299,1.9,1021.9,3.3
2020-10-14,17:11,-3.5,0,8.4,78,136,0.8,1022.1,1.5
2020-10-14,17:21,-3.7,0,8.2,80,118,0.5,1021.9,1.2
2020-10-14,17:31,-3.4,0,8.1,82,92,0.3,1021.9,0.9
2020-10-14,17:41,-3.3,0,8.4,85,73,0.5,1021.9,1.5
2020-10-14,17:51,-2.5,0,7.7,82,50,0.5,1021.9,1.2
2020-10-14,18:01,-2.1,0,8.3,83,351,0.9,1021.9,2.1
2020-10-14,18:11,-2.4,0,7.2,81,325,0.2,1021.9,0.6
2020-10-14,18:21,-2.3,0,7.5,85,75,0.8,1021.9,1.5
2020-10-14,18:31,-1.7,0,7.4,86,166,0.4,1021.9,0.9
2020-10-14,18:41,-2,0,7,87,150,0.6,1021.9,1.2
2020-10-14,18:51,-2.1,0,6.8,88,144,0.7,1021.8,1.5
2020-10-14,19:01,-2.2,0,6.5,85,137,0.9,1021.8,1.5
2020-10-14,19:11,-1.8,0,6.5,86,153,1.4,1021.8,2.1
2020-10-14,19:21,-1.4,0,6.4,90,141,1.3,1021.6,1.8
2020-10-14,19:31,-1.5,0,6.3,90,125,1.3,1021.8,1.8
2020-10-14,19:41,-1.7,0,6,92,150,1,1021.6,1.2
2020-10-14,19:51,-1.8,0,6,92,147,0.8,1021.6,1.5
2020-10-14,20:01,-1.5,0,6.1,93,163,1.2,1021.6,1.5
2020-10-14,20:11,-1.6,0,5.6,93,139,1,1021.6,1.8
2020-10-14,20:21,-1.8,0,5.3,93,148,0.8,1021.6,1.2
2020-10-14,20:31,-1.7,0,5.5,93,142,1.1,1021.6,1.5
2020-10-14,20:41,-1.5,0,5.5,94,137,0.8,1021.6,1.2
2020-10-14,20:51,-1.5,0,5.4,95,148,1.2,1021.6,1.5
2020-10-14,21:01,-1.5,0,5.1,94,138,1.2,1021.6,1.5
2020-10-14,21:11,-1.5,0,5.2,92,147,1.3,1021.6,1.5
2020-10-14,21:21,-1.5,0,5.2,91,149,0.8,1021.4,1.5
2020-10-14,21:31,-1.2,0,5.1,91,154,0.9,1021.6,1.2
2020-10-14,21:41,-1.4,0,4.8,93,140,1,1021.6,1.2
2020-10-14,21:51,-1.7,0,4.7,95,134,0.5,1021.6,0.9
2020-10-14,22:01,-1.7,0,4.9,95,156,0.5,1021.6,0.9
2020-10-14,22:11,-1.1,0,4.8,96,144,0.8,1021.6,1.2
2020-10-14,22:21,-0.8,0,4.7,97,157,1.2,1021.6,1.8
2020-10-14,22:31,-0.9,0,4.5,95,137,1.2,1021.6,1.5
2020-10-14,22:41,-0.9,0,4.9,94,140,1.1,1021.6,1.8
2020-10-14,22:51,-0.7,0,5.1,91,143,1.1,1021.6,1.8
2020-10-14,23:01,-1,0,4.6,92,169,1,1021.6,1.8
2020-10-14,23:11,-1.2,0,4.5,92,152,1.3,1021.6,1.8
2020-10-14,23:21,-1.6,0,4.3,93,132,1.2,1021.6,1.8
2020-10-14,23:31,-1.4,0,4.1,96,144,1,1021.6,1.8
2020-10-14,23:41,-0.9,0,4.8,96,153,1.5,1021.6,1.8
2020-10-14,23:51,-0.9,0,4.5,94,146,0.9,1021.8,1.5
2020-10-15,00:01,-1.2,0,4.5,94,163,0.8,1021.8,1.2
2020-10-15,00:11,-1.3,0,4.4,92,146,1,1021.8,1.5
2020-10-15,00:21,-1.4,0,3.9,95,141,1.3,1021.6,1.8
2020-10-15,00:31,-1.1,0,4.6,99,135,1.4,1021.6,1.8
2020-10-15,00:41,-1,0,4.3,92,132,0.5,1021.8,1.8
2020-10-15,00:51,-1.5,0,4.7,94,150,0.5,1021.8,0.9
2020-10-15,01:01,-1,0,5.1,89,143,0.8,1021.8,0.9
2020-10-15,01:11,-1.3,0,4.3,89,109,0.5,1021.9,1.2
2020-10-15,01:21,-1.3,0,4.3,91,94,0.1,1021.9,0.6
2020-10-15,01:31,-0.8,0,5,94,54,0.5,1021.8,1.2
2020-10-15,01:41,-0.6,0,4.7,93,26,0.4,1021.8,0.9
